"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(40.43055555555556, 1600)","(40.36046511627907, 5267)","(40.117231638418076, 1119)","(39.75, 6108)","(39.064655172413794, 4437)","(38.288978494623656, 3342)","(37.34276729559748, 5097)","(37.34098639455782, 4005)","(35.55459770114942, 2675)","(34.976190476190474, 1197)"
"(50.375, 4084)","(45.0, 5661)","(45.0, 5601)","(45.0, 5543)","(45.0, 5412)","(45.0, 5405)","(45.0, 4978)","(44.875, 5882)","(44.875, 4675)","(44.875, 4050)"
"(59.0, 5248)","(47.95192307692308, 4437)","(47.04960317460318, 3138)","(46.76923076923077, 5343)","(46.53846153846153, 5204)","(43.6656976744186, 3342)","(43.31471631205674, 5965)","(42.68115942028985, 5704)","(42.50992063492063, 4786)","(42.208333333333336, 4005)"
"(49.58139534883721, 4294)","(49.26739926739926, 5277)","(48.9937106918239, 3778)","(47.88918439716312, 4467)","(47.605421686746986, 2684)","(47.33009708737864, 4940)","(47.14285714285714, 4973)","(47.044673539518904, 3936)","(46.70328282828283, 5006)","(46.19047619047619, 4999)"
"(52.739203778677464, 5788)","(50.54710144927536, 2613)","(46.810483870967744, 2874)","(46.73529411764706, 3497)","(46.15942028985508, 4486)","(46.06896551724138, 5270)","(45.25252525252525, 4504)","(45.11309523809524, 5427)","(45.04166666666667, 5122)","(44.59770114942529, 4608)"
"(48.963050314465406, 5399)","(46.06896551724138, 5269)","(42.64102564102564, 3497)","(41.11742424242424, 5122)","(38.821969696969695, 3844)","(38.52850877192982, 3867)","(38.497747747747745, 5788)","(38.164965986394556, 2613)","(38.131410256410255, 5001)","(36.875, 5432)"
"(55.85792902066487, 4041)","(54.82683982683983, 5142)","(52.814516129032256, 3420)","(51.05386178861789, 3485)","(50.970238095238095, 4899)","(50.925925925925924, 5065)","(50.09803921568627, 5352)","(49.99590163934426, 2458)","(49.95974576271186, 4016)","(49.81990358126722, 3801)"
"(52.98310810810811, 4837)","(51.0281954887218, 2543)","(50.51923076923077, 3420)","(50.50735294117647, 1960)","(50.35445205479452, 4320)","(50.2804054054054, 4475)","(50.26666666666667, 5386)","(50.24590163934426, 5086)","(50.169117647058826, 3686)","(50.13815789473684, 5096)"
"(59.228450874020496, 5345)","(57.44444444444444, 5027)","(54.08712121212121, 4126)","(53.395161290322584, 2865)","(52.27272727272728, 5014)","(50.38461538461539, 5252)","(50.04504504504504, 5354)","(49.54671717171717, 3215)","(49.455882352941174, 2773)","(49.4, 3743)"
"(51.208333333333336, 5457)","(48.908018867924525, 3006)","(48.208333333333336, 5023)","(48.00531914893617, 3215)","(47.91421568627451, 5011)","(47.57371794871795, 2363)","(47.38743781094528, 5027)","(47.38636363636364, 4084)","(47.321969696969695, 2063)","(47.16885964912281, 2857)"
"(42.25, 4410)","(41.60648148148148, 3102)","(41.12325783972125, 1387)","(41.05769230769231, 5534)","(40.69396551724138, 5783)","(40.60526315789474, 2569)","(40.529761904761905, 4012)","(39.83170995670996, 3764)","(39.74567099567099, 1785)","(39.45238095238095, 3243)"
"(70.57598039215686, 528)","(67.63507326007326, 820)","(48.75656814449918, 3006)","(47.216543513957305, 3878)","(47.18312324929972, 3616)","(46.52319587628866, 2929)","(45.746225319396046, 4536)","(45.40928270042194, 3266)","(45.366102110947466, 2086)","(45.31354568854569, 1243)"
"(50.03663003663004, 5268)","(49.395604395604394, 5697)","(48.16326530612245, 3778)","(48.06666666666666, 4727)","(47.38330564784053, 4467)","(46.90208667736757, 3936)","(46.75, 4999)","(46.42445054945055, 3708)","(46.34803921568627, 4944)","(45.998168498168496, 4294)"
"(46.82539682539682, 3883)","(45.48997326203209, 4109)","(43.699186991869915, 5261)","(42.944105691056905, 4451)","(42.1466049382716, 2842)","(41.773927392739274, 1874)","(41.75, 2744)","(41.47517730496454, 3081)","(41.0, 5574)","(40.55357142857143, 6037)"
"(77.91408554572271, 2181)","(60.03629032258064, 3254)","(52.76159793814433, 5894)","(52.38095238095238, 1181)","(49.013565891472865, 3253)","(47.11565420560748, 533)","(47.04891304347826, 3993)","(46.96474358974359, 885)","(46.916666666666664, 5067)","(46.79347826086956, 3080)"
"(44.541666666666664, 4841)","(44.33333333333333, 1569)","(44.07930107526882, 5441)","(44.00833333333333, 5011)","(43.83032128514056, 1937)","(43.801829268292686, 4770)","(43.64912280701754, 5881)","(43.5, 1834)","(43.482677902621724, 2708)","(43.38377192982456, 5213)"
"(48.12096774193549, 751)","(47.30555555555556, 4199)","(46.03525641025641, 1645)","(44.65151515151515, 1643)","(43.6869918699187, 2194)","(43.56818181818182, 3618)","(43.541666666666664, 3855)","(43.5, 2005)","(43.25, 898)","(42.95833333333333, 2925)"
"(50.35445205479452, 4555)","(46.687248995983936, 3498)","(45.84722222222222, 890)","(44.79656862745098, 3953)","(44.25, 3744)","(44.03030303030303, 2722)","(43.47826086956522, 5633)","(43.38377192982456, 3364)","(42.798497267759565, 5497)","(42.70833333333333, 1382)"
"(46.80451127819549, 5136)","(46.39880952380952, 3744)","(42.894744483159116, 5471)","(42.308897243107765, 2389)","(42.27513227513228, 5575)","(42.25764036958067, 929)","(42.21626984126984, 5843)","(41.875, 5905)","(41.75718390804598, 3449)","(41.160714285714285, 5497)"
"(50.853658536585364, 4634)","(50.13815789473684, 4633)","(48.63636363636364, 4266)","(48.43560606060606, 3829)","(48.083333333333336, 2506)","(47.95192307692308, 4518)","(47.88377192982456, 801)","(47.43910256410256, 2396)","(47.41885964912281, 5821)","(47.20833333333333, 4141)"
"(78.98232323232324, 3170)","(75.47339357429718, 3547)","(72.73611111111111, 2321)","(66.24441580756013, 5869)","(62.160714285714285, 3629)","(46.19444444444444, 2417)","(45.873200442967885, 756)","(45.34940699126092, 3578)","(44.996308016877634, 1987)","(43.70833333333333, 3851)"
"(50.77777777777778, 5219)","(47.891843971631204, 2540)","(47.40022675736961, 1441)","(47.398809523809526, 3872)","(47.333333333333336, 5808)","(47.248062015503876, 4749)","(47.1689497716895, 4845)","(47.05812324929972, 2473)","(46.70039682539682, 4182)","(46.64804964539007, 5718)"
"(93.20833333333333, 4571)","(90.0, 5533)","(90.0, 5479)","(90.0, 5132)","(90.0, 4947)","(90.0, 4869)","(89.875, 4833)","(83.20833333333333, 5926)","(83.20833333333333, 4329)","(61.666666666666664, 5514)"
"(61.79993946731234, 3687)","(54.753787878787875, 3856)","(53.47222222222222, 4367)","(52.81471631205673, 4373)","(51.808510638297875, 5617)","(51.285714285714285, 5340)","(51.06060606060606, 5733)","(50.976694915254235, 5096)","(50.45454545454545, 4717)","(50.208333333333336, 6022)"
"(49.85227272727273, 2966)","(49.82608695652174, 1971)","(49.6063829787234, 1963)","(49.44186046511628, 1830)","(49.438291139240505, 1437)","(49.407967032967036, 3733)","(49.3469387755102, 1769)","(49.318820224719104, 1338)","(49.276162790697676, 2693)","(48.99698795180723, 4098)"
"(58.23973607038123, 2473)","(58.04347826086956, 5088)","(57.98507462686567, 4685)","(57.9805900621118, 5904)","(56.868686868686865, 1137)","(56.510964912280706, 4082)","(56.40833333333334, 2643)","(56.32975372279496, 4590)","(55.083333333333336, 3024)","(54.56471631205673, 4621)"
"(52.64705882352941, 5793)","(48.31464174454828, 5351)","(47.82142857142857, 5229)","(46.89912280701754, 2904)","(46.203007518796994, 5703)","(45.443146417445476, 2553)","(45.3010752688172, 5044)","(44.84593023255814, 5019)","(43.6781914893617, 4189)","(41.85679611650485, 4485)"
"(49.39880952380952, 4338)","(42.607142857142854, 2019)","(42.45833333333333, 6002)","(40.70833333333333, 4307)","(40.58333333333333, 606)","(40.29761904761905, 5440)","(39.166666666666664, 4782)","(38.486111111111114, 3027)","(37.83333333333333, 1207)","(36.541666666666664, 3921)"
"(43.43910256410256, 1552)","(40.047619047619044, 2467)","(39.791666666666664, 4034)","(39.14726631393298, 1296)","(38.88710540395934, 5040)","(38.56426553672316, 4167)","(38.541666666666664, 5188)","(38.49404761904762, 3644)","(38.484848484848484, 4472)","(38.36507936507937, 4688)"
"(45.526162790697676, 4729)","(45.31944444444444, 4703)","(44.72794117647059, 3617)","(44.00765306122449, 3765)","(43.888888888888886, 3675)","(43.791666666666664, 1306)","(43.764150943396224, 190)","(43.416666666666664, 2929)","(43.17848258706468, 4351)","(42.99038461538461, 4050)"
"(53.72126436781609, 4976)","(52.916666666666664, 5238)","(49.46516393442623, 4023)","(49.44444444444444, 5486)","(49.333333333333336, 4884)","(49.13793103448276, 4536)","(48.875, 2634)","(48.791666666666664, 2137)","(48.68452380952381, 1313)","(48.50531914893617, 674)"
"(46.529761904761905, 1673)","(43.48684210526315, 2182)","(42.288961038961034, 1192)","(42.09722222222222, 3575)","(41.779761904761905, 4482)","(41.6547619047619, 2674)","(40.94202898550725, 4304)","(40.94047619047619, 2963)","(40.913978494623656, 5007)","(40.88652482269504, 5198)"
"(68.11516563146998, 3679)","(50.208333333333336, 4214)","(42.06375502008032, 3729)","(42.03373015873016, 3944)","(41.25, 5790)","(38.512362637362635, 2559)","(37.08561643835617, 2499)","(36.324275362318836, 5903)","(36.2518115942029, 5860)","(35.382246376811594, 4244)"
"(40.0530303030303, 1591)","(39.560534591194966, 3452)","(38.57556497175141, 4225)","(38.362021857923494, 2742)","(37.23809523809524, 4081)","(37.02850877192982, 2429)","(35.20833333333333, 5416)","(35.1780303030303, 6090)","(34.45833333333333, 5176)","(34.38690476190476, 1872)"
"(54.054263565891475, 5522)","(50.42857142857143, 5412)","(50.05263157894737, 4961)","(49.71016483516483, 4073)","(49.19186046511628, 2828)","(49.13356164383562, 3382)","(46.714285714285715, 5601)","(46.41346153846154, 3524)","(46.0514705882353, 5882)","(46.01893939393939, 1705)"
"(61.98894557823129, 1724)","(49.80555555555556, 45)","(46.08498349834983, 46)","(45.25401606425703, 39)","(44.75, 3111)","(43.86524822695036, 4724)","(42.80833333333334, 808)","(42.020390070921984, 2959)","(41.08333333333333, 161)","(40.416666666666664, 40)"
"(71.51190476190476, 2926)","(59.70833333333333, 311)","(56.52813852813853, 316)","(49.366392801251955, 5302)","(48.600490196078425, 4116)","(48.27298850574712, 611)","(46.31372549019608, 313)","(45.94139194139194, 314)","(45.25, 5112)","(38.36100131752306, 426)"
"(79.08459595959596, 611)","(75.74067599067598, 4116)","(67.74024822695034, 314)","(67.66287878787878, 313)","(61.28525641025641, 316)","(57.86646586345381, 311)","(52.86700913242009, 2926)","(52.18329420970266, 5301)","(47.956300813008134, 2018)","(47.91304347826087, 445)"
"(57.30046948356807, 4750)","(54.504629629629626, 3791)","(54.22564935064935, 4382)","(53.26315789473684, 4568)","(53.08056478405316, 3028)","(52.540229885057464, 4870)","(51.78858024691358, 3461)","(51.22995780590717, 1053)","(50.59649122807018, 4466)","(50.06547619047619, 2681)"
"(46.854754440961344, 5552)","(43.91540404040404, 5744)","(40.35680751173709, 4838)","(38.28703703703704, 5708)","(37.25, 5397)","(35.7946735395189, 2873)","(35.69202898550725, 6116)","(35.588235294117645, 5600)","(35.54112554112554, 5809)","(35.416666666666664, 5674)"
"(48.56730769230769, 5748)","(48.287698412698404, 4850)","(47.82603957075788, 5386)","(47.52777777777778, 3687)","(47.25830564784053, 4278)","(47.1765873015873, 5021)","(46.97478991596638, 6027)","(46.857142857142854, 5913)","(46.732142857142854, 5617)","(46.607142857142854, 4475)"
"(86.66666666666666, 5118)","(83.33333333333333, 5516)","(59.875, 4833)","(55.0, 5409)","(51.75, 489)","(51.666666666666664, 4950)","(50.0, 5533)","(50.0, 5479)","(50.0, 5287)","(50.0, 5132)"
"(46.03174603174603, 5621)","(45.35087719298245, 5677)","(44.39726631393298, 3229)","(43.77503293807642, 2764)","(42.779761904761905, 6029)","(42.375, 5751)","(42.31730769230769, 3359)","(42.15895061728395, 3848)","(41.70212765957447, 5745)","(41.422619047619044, 4576)"
"(36.75, 4933)","(35.685344827586206, 1601)","(34.8271622655951, 4651)","(34.14213395638629, 1516)","(33.597527472527474, 4590)","(32.964285714285715, 1907)","(32.8030303030303, 5177)","(32.79166666666666, 4364)","(32.5617816091954, 3715)","(32.5, 5290)"
"(45.24891774891775, 5708)","(44.93034825870646, 2898)","(44.675324675324674, 2873)","(44.63377192982456, 5962)","(44.23645320197044, 4819)","(43.98907103825136, 3982)","(43.96061643835616, 4454)","(40.083333333333336, 4942)","(39.2797619047619, 5900)","(39.01739926739927, 2615)"
"(59.73886328725038, 5100)","(50.12344720496894, 4009)","(47.50830564784053, 5521)","(46.97463768115942, 5698)","(46.964285714285715, 4510)","(46.56818181818182, 6110)","(46.509581881533094, 2676)","(46.482142857142854, 1248)","(45.89743589743589, 5343)","(45.89473684210526, 5125)"
"(49.45833333333333, 4001)","(49.25856164383562, 4034)","(48.40878378378378, 1552)","(45.45192307692308, 4026)","(44.539160401002505, 4075)","(44.432539682539684, 2633)","(44.36736298292902, 3254)","(44.273809523809526, 3274)","(44.077127659574465, 2487)","(43.85606060606061, 617)"
"(43.08702791461412, 1851)","(43.055767452612116, 5565)","(42.99968671679198, 2515)","(42.55411255411255, 5629)","(41.85275689223058, 3468)","(41.26724137931035, 4480)","(41.166666666666664, 5378)","(41.09420289855072, 441)","(41.038961038961034, 5610)","(40.94047619047619, 988)"
"(51.76056338028169, 5053)","(49.945422535211264, 5943)","(48.66287878787879, 5805)","(48.38377192982456, 4455)","(47.42424242424242, 5593)","(46.958333333333336, 1457)","(46.5, 5387)","(46.44642857142857, 5929)","(46.375, 3661)","(46.36850649350649, 2830)"
"(46.529761904761905, 2084)","(45.56127450980392, 5829)","(43.78885767790262, 5810)","(43.23180751173709, 3133)","(41.13095238095239, 2617)","(40.717424242424244, 5713)","(40.69357536402991, 2825)","(40.18360071301248, 4449)","(40.18037518037518, 4724)","(39.69047619047619, 2989)"
"(61.84722222222222, 726)","(52.200581395348834, 2959)","(51.52777777777777, 2584)","(50.33128415300547, 591)","(47.4844527363184, 808)","(47.3430735930736, 41)","(46.52777777777777, 154)","(46.456882255389715, 911)","(46.454301075268816, 332)","(46.13306451612903, 219)"
"(48.825, 2129)","(48.66287878787879, 4310)","(48.12244897959184, 4922)","(48.083333333333336, 3395)","(48.016666666666666, 2401)","(47.82371794871795, 4274)","(47.55615942028986, 4430)","(47.47893772893773, 2576)","(47.1890243902439, 3017)","(46.845238095238095, 2745)"
"(41.31778606965174, 5371)","(40.611111111111114, 1958)","(39.981884057971016, 2802)","(39.87301587301587, 3749)","(39.76747311827957, 3735)","(39.53728070175438, 3168)","(39.010802469135804, 3545)","(38.13333333333333, 4592)","(37.65731292517007, 1794)","(36.51785714285714, 1073)"
"(48.68452380952381, 4304)","(47.99324324324324, 2811)","(47.24482401656314, 3264)","(47.1765873015873, 5487)","(47.16424162257495, 386)","(47.11418511066398, 2696)","(47.06302521008403, 1705)","(46.84978991596638, 4000)","(46.73774509803922, 3747)","(46.702922077922075, 3234)"
"(56.67358299595141, 1573)","(54.28542510121457, 1053)","(53.318009118541035, 1606)","(53.24038461538461, 2194)","(52.58647672552167, 1708)","(52.230177993527505, 1409)","(51.57692307692308, 940)","(51.4968487394958, 5888)","(51.36486486486486, 4870)","(50.743589743589745, 5003)"
"(48.294117647058826, 4231)","(48.104400749063664, 1960)","(47.85732323232323, 1391)","(46.65217391304348, 5601)","(45.93827160493827, 5543)","(44.96590909090909, 3918)","(44.52884615384615, 4729)","(44.475, 5882)","(44.402363184079604, 3838)","(44.2877358490566, 2929)"
"(51.12061403508771, 4289)","(45.30555555555555, 3304)","(45.101190476190474, 1817)","(45.09615384615384, 674)","(44.40928270042194, 4823)","(44.351190476190474, 3980)","(43.967136150234744, 5419)","(43.8607305936073, 1231)","(43.70833333333333, 296)","(43.63333333333333, 5367)"
"(62.86007462686567, 3240)","(55.68647540983606, 767)","(49.979194934418814, 402)","(49.176786521935774, 38)","(45.78409090909091, 5825)","(44.92307692307692, 75)","(44.57079945799458, 1854)","(44.55555555555556, 4925)","(44.476190476190474, 5315)","(44.369369369369366, 4020)"
"(51.81547619047619, 1368)","(48.577586206896555, 3636)","(48.31547619047619, 3056)","(48.19418906176332, 5081)","(47.92460317460318, 3919)","(47.865476190476194, 4313)","(47.69409937888199, 4495)","(47.43589743589744, 5877)","(47.43421052631579, 4357)","(47.357142857142854, 5705)"
"(53.51136363636364, 5616)","(52.46993670886076, 3731)","(51.39673913043478, 5135)","(50.986111111111114, 4046)","(49.56927710843374, 2653)","(49.416666666666664, 4068)","(48.51162790697674, 2049)","(47.48809523809524, 3814)","(47.28313253012048, 1940)","(47.195422535211264, 2657)"
"(50.35, 3829)","(50.0, 5821)","(49.205882352941174, 1801)","(48.5, 1306)","(48.42045454545455, 3833)","(48.083333333333336, 2832)","(47.603658536585364, 801)","(47.22348484848485, 4634)","(47.0, 4703)","(46.95192307692308, 4551)"
"(64.02843915343915, 3611)","(50.099999999999994, 4847)","(47.630825734549134, 3612)","(47.42424242424242, 4151)","(47.13157894736842, 1079)","(46.94178082191781, 3210)","(46.91267123287671, 2392)","(46.69318181818182, 4048)","(46.58686440677966, 3521)","(46.28968253968254, 5527)"
"(45.39217758985201, 3695)","(45.12041809851088, 2821)","(44.93151340996169, 3187)","(44.21052631578947, 6029)","(43.52358490566038, 3848)","(42.00758596749163, 2413)","(41.99537037037037, 3194)","(41.21955859969559, 5726)","(41.030743481324876, 5127)","(40.9937106918239, 5863)"
"(87.27272727272728, 5717)","(70.22794117647058, 3544)","(50.0, 5050)","(49.9813829787234, 4882)","(49.13815789473684, 4798)","(49.03084415584416, 4883)","(49.01293103448276, 3484)","(48.84615384615385, 4970)","(48.83561643835616, 4299)","(48.54545454545455, 5092)"
"(53.22664835164835, 4495)","(51.72674418604651, 2443)","(51.416666666666664, 4416)","(50.98376623376623, 2404)","(50.375, 755)","(50.17620481927711, 3836)","(50.169117647058826, 3773)","(50.16269841269841, 2540)","(50.09239130434783, 3305)","(50.06578947368421, 3056)"
"(50.97222222222222, 3080)","(49.63380281690141, 5279)","(49.53629032258065, 885)","(47.875, 5894)","(47.4281914893617, 3507)","(47.26136363636364, 2181)","(46.904761904761905, 5242)","(46.541666666666664, 3993)","(45.791666666666664, 533)","(45.714285714285715, 2037)"
"(46.30357142857143, 4335)","(43.17391304347826, 4951)","(43.14772727272727, 5842)","(43.077922077922075, 5255)","(42.826219512195124, 4171)","(42.69318181818182, 5966)","(42.51883561643836, 4528)","(42.37931034482759, 5789)","(42.26984126984127, 4619)","(42.26898734177215, 5028)"
"(43.522565742714995, 4921)","(42.791666666666664, 6026)","(42.13743781094527, 2325)","(42.08333333333333, 4416)","(42.079301075268816, 4182)","(42.0, 5329)","(41.86274509803921, 5595)","(41.61274509803921, 5907)","(41.59189497716895, 4495)","(41.48758865248227, 3272)"
"(47.01305970149254, 1194)","(46.425, 267)","(46.304487179487175, 3133)","(45.65062111801242, 2534)","(45.61547619047619, 2102)","(45.55952380952381, 6075)","(45.07692307692307, 4017)","(44.896520146520146, 3120)","(44.575, 780)","(44.152363184079604, 2164)"
"(52.01001955034213, 3159)","(40.12878787878788, 3435)","(39.010964912280706, 2402)","(36.36764705882353, 3059)","(36.17424242424242, 3972)","(35.81410256410256, 6004)","(35.640350877192986, 2205)","(35.43055555555556, 2745)","(35.2698087431694, 2342)","(35.18859649122807, 3597)"
"(67.9396551724138, 5421)","(52.704787234042556, 5968)","(49.583333333333336, 5501)","(48.34550561797753, 2974)","(47.218124165554066, 2775)","(46.791044776119406, 5146)","(46.78231292517007, 5435)","(46.125, 5941)","(45.86538461538461, 4245)","(44.14239926739927, 6047)"
"(38.9792663476874, 5515)","(38.11742424242424, 4386)","(37.87563840653728, 4323)","(37.45075757575758, 4045)","(36.931277056277054, 5969)","(36.48738802451673, 3194)","(36.37373737373737, 5522)","(35.717424242424244, 5684)","(34.884157509157504, 4109)","(34.30357142857143, 3947)"
"(35.141666666666666, 5896)","(33.33333333333333, 5529)","(24.9047619047619, 5174)","(24.874999999999996, 3523)","(24.694444444444443, 1726)","(23.91123188405797, 3259)","(23.833333333333332, 5826)","(23.511363636363637, 3865)","(23.426470588235293, 2808)","(23.33712121212121, 1576)"
"(57.631410256410255, 898)","(51.541666666666664, 5217)","(51.48267326732673, 2460)","(50.1764705882353, 3567)","(50.13815789473684, 4593)","(49.77472527472528, 1314)","(49.675, 4676)","(49.266666666666666, 5020)","(49.142857142857146, 2285)","(49.11029411764706, 3628)"
"(56.45157657657657, 4411)","(54.56862745098039, 4939)","(52.01754385964912, 4992)","(51.361486486486484, 3925)","(50.89473684210526, 5205)","(50.8780487804878, 5543)","(50.76973684210526, 4460)","(50.458333333333336, 1942)","(50.12752525252525, 4930)","(50.10747663551402, 1186)"
"(50.89650537634409, 4837)","(50.88235294117647, 4717)","(50.78313253012048, 5617)","(50.52380952380952, 5271)","(50.375, 6021)","(50.03629032258065, 4682)","(49.975563909774436, 2543)","(49.93247126436782, 4710)","(49.64564220183486, 4278)","(49.53519417475728, 3951)"
"(52.19956140350877, 3576)","(49.57142857142857, 5258)","(49.160714285714285, 2788)","(48.763888888888886, 3662)","(48.498168498168496, 5066)","(48.41269841269841, 5011)","(48.33179012345679, 3598)","(47.96296296296296, 5089)","(47.866883116883116, 3493)","(47.860347985347985, 3519)"
"(56.42857142857143, 5617)","(55.666666666666664, 5385)","(54.93201754385965, 1742)","(53.70238095238095, 2724)","(53.659774436090224, 3420)","(53.23320895522388, 4794)","(52.80487804878049, 4404)","(52.769305019305015, 2458)","(52.73611111111111, 1391)","(52.534574468085104, 6022)"
"(60.232142857142854, 2222)","(51.22807017543859, 5100)","(50.754120879120876, 4786)","(47.98507462686567, 5045)","(47.826219512195124, 4668)","(46.76923076923077, 5267)","(46.33509389671361, 4009)","(46.1948051948052, 5601)","(46.19047619047619, 4745)","(46.03787878787878, 2499)"
"(41.69047619047619, 5138)","(39.29373706004141, 2355)","(39.1869918699187, 3953)","(38.904761904761905, 4383)","(38.89102564102564, 6029)","(38.878205128205124, 4810)","(38.85057471264368, 5497)","(38.83333333333333, 3498)","(38.58333333333333, 2660)","(38.58333333333333, 786)"
"(58.215792646172396, 5273)","(49.17372881355932, 3266)","(49.01785714285714, 5875)","(48.51441985244802, 5066)","(48.50137362637362, 3616)","(47.93297101449275, 3576)","(47.77777777777778, 5258)","(47.65277777777778, 4573)","(47.541666666666664, 4211)","(47.34432234432234, 4783)"
"(52.26630434782608, 4115)","(50.79519774011299, 2928)","(50.40277777777777, 1857)","(50.175925925925924, 365)","(49.651162790697676, 4992)","(48.77743902439025, 4411)","(48.70061728395062, 2577)","(48.28525641025641, 3642)","(47.83796296296296, 1995)","(47.463652482269495, 4138)"
"(45.65931372549019, 5825)","(45.65931372549019, 4706)","(45.583333333333336, 2790)","(44.275000000000006, 4070)","(43.80523255813954, 2791)","(43.441326530612244, 2094)","(42.625, 1289)","(40.60227272727273, 3294)","(40.391025641025635, 1680)","(40.20833333333333, 4668)"
"(54.38743781094527, 4478)","(52.37864077669903, 5081)","(51.81377551020408, 3336)","(51.463235294117645, 6026)","(51.27450980392157, 4313)","(51.25, 4971)","(50.524344569288395, 5595)","(50.52205882352941, 5799)","(50.464285714285715, 2703)","(50.14972527472528, 3110)"
"(76.35714285714285, 527)","(50.26155462184874, 5100)","(49.829365079365076, 3846)","(48.93297101449275, 4510)","(48.88598901098901, 5521)","(47.49404761904762, 5698)","(47.357142857142854, 1248)","(46.625, 5155)","(46.46052631578947, 2447)","(46.329301075268816, 5757)"
"(51.49698795180723, 2276)","(50.77450980392157, 1389)","(50.65217391304348, 5194)","(50.39423076923077, 1409)","(50.25252525252525, 5319)","(50.09239130434783, 4102)","(50.083333333333336, 1645)","(49.875, 2141)","(49.625, 1573)","(49.45238095238095, 1413)"
"(50.55763239875389, 5291)","(47.77777777777777, 5044)","(47.033347676419965, 5019)","(45.24862637362637, 4189)","(44.79047619047619, 4485)","(44.71794871794872, 2553)","(44.66098180845372, 4006)","(44.37837837837838, 2904)","(43.52701465201465, 4495)","(43.48971861471861, 3685)"
"(62.94953416149068, 4710)","(58.55072463768116, 4960)","(55.8058608058608, 4624)","(54.63380281690141, 5158)","(54.315217391304344, 3420)","(54.01960784313725, 5271)","(53.73986486486486, 1913)","(53.44642857142857, 3563)","(53.09417808219178, 4899)","(52.43601747815231, 4725)"
"(41.05173992673993, 557)","(40.95238095238095, 4442)","(40.48989898989899, 1076)","(39.46138211382114, 482)","(37.32479919678715, 4170)","(36.724999999999994, 1615)","(36.72278911564626, 3149)","(36.628205128205124, 1263)","(36.61512027491409, 4311)","(36.60493827160494, 4939)"
"(60.44973544973545, 5423)","(59.69086021505376, 5716)","(58.52992573176059, 4934)","(56.27522195318805, 5166)","(52.29372937293729, 5611)","(51.495726495726494, 4841)","(51.3716814159292, 5027)","(51.19078947368421, 4918)","(51.18556701030928, 5011)","(51.05681818181818, 2701)"
"(50.32954545454545, 4848)","(49.01293103448276, 5414)","(48.8094262295082, 4424)","(48.75, 5920)","(48.59593023255814, 5641)","(48.404411764705884, 5696)","(47.96296296296296, 5770)","(47.71186440677966, 5868)","(47.541666666666664, 5240)","(47.285714285714285, 5836)"
"(48.18705673758865, 1207)","(41.48039215686274, 5854)","(41.395114942528735, 1768)","(41.28428270042194, 4659)","(40.59469696969697, 2248)","(40.40295358649789, 2239)","(40.325581395348834, 1564)","(40.15261044176707, 1788)","(39.5886524822695, 1920)","(39.46491228070175, 1986)"
"(54.80621693121693, 4360)","(52.89536915683704, 4594)","(49.121376811594196, 3336)","(48.80357142857142, 3872)","(48.404761904761905, 1053)","(48.20833333333333, 2681)","(47.71428571428571, 4870)","(47.36904761904761, 2531)","(47.320482866043605, 3791)","(47.246376811594196, 5303)"
"(58.4706572769953, 4621)","(57.02166276346604, 3182)","(55.67054865424431, 3006)","(55.63377192982456, 3201)","(55.27681992337165, 3607)","(54.752179327521795, 1629)","(53.52777777777778, 4082)","(52.282407407407405, 4927)","(51.46021303258145, 1137)","(51.29401154401154, 3215)"
"(52.67987804878049, 2562)","(50.03191489361702, 1263)","(49.55696202531645, 4854)","(48.96052631578947, 2206)","(48.27150537634409, 1879)","(47.29807692307692, 3946)","(46.74166666666667, 3918)","(46.6503164556962, 1244)","(46.56962025316456, 5601)","(46.56104651162791, 4505)"
"(44.842136150234744, 3362)","(42.90064102564103, 3236)","(42.3421052631579, 1558)","(41.95833333333333, 4070)","(40.89029535864979, 5299)","(40.74576271186441, 4998)","(40.458333333333336, 2399)","(39.875, 5825)","(39.875, 4706)","(39.43055555555556, 3504)"
"(42.49038461538461, 3868)","(40.20440251572327, 1431)","(39.77777777777778, 4462)","(39.55555555555556, 4939)","(37.61904761904762, 5146)","(37.106918238993714, 5055)","(36.89847417840376, 4663)","(36.71969696969697, 2711)","(36.41025641025641, 4776)","(36.30913978494624, 3149)"
"(47.90861344537815, 5878)","(45.122950819672134, 4896)","(43.6890243902439, 5243)","(43.524765729585006, 418)","(42.61904761904762, 5214)","(40.97908622908623, 3039)","(40.616883116883116, 5755)","(40.38365800865801, 5846)","(40.1025641025641, 4720)","(39.49038461538461, 5900)"
"(51.84469696969697, 4645)","(50.037698412698404, 1792)","(49.24038461538461, 2083)","(48.51136363636364, 3264)","(47.68201754385965, 2696)","(47.52777777777778, 2451)","(47.44897959183673, 5487)","(47.33638211382113, 2311)","(47.285714285714285, 5373)","(47.22794117647059, 3288)"
"(48.10147299509002, 5915)","(46.680851063829785, 6069)","(42.64455602536998, 5524)","(42.53164556962025, 5815)","(41.84922680412371, 3883)","(41.719271936015055, 5622)","(41.66216216216216, 6020)","(40.187393598910454, 5261)","(40.14193404634581, 3194)","(39.59848484848485, 2842)"
